Serial_number,csa_id,csa_name,chat_id,date,issue_type,chat_duration,Status_of_chat,Issue_resolved_review,CCXU,Concession_given,Concession_amount
288,11222,Amit,CH00288,1/26/2026,Account Locked,14,Resolved,No response,4,No,0
289,11226,Akash,CH00289,1/6/2026,Refund Not Received,7,Resolved,No response,5,Yes,42
290,11234,Mohan,CH00290,1/27/2026,Refund Not Received,10,Resolved,No,4,No,0
291,11235,Kunal,CH00291,1/20/2026,Whole Package Missing,13,Resolved,No response,4,Yes,32
292,11238,Shanti,CH00292,1/28/2026,Item Missing,6,Escalated,No response,2,No,0
293,11226,Akash,CH00293,1/7/2026,Account Locked,7,Transfer,Not sent,2,No,0
294,11229,Sirisha,CH00294,1/15/2026,Wrong Amount Charged,14,Parked,Not sent,4,No,0
295,11230,Pawan,CH00295,1/6/2026,Item Missing,6,Resolved,No response,4,Yes,67
296,11227,Godavari,CH00296,1/26/2026,Whole Package Missing,18,Transfer,Not sent,3,No,0
297,11237,Sona,CH00297,1/17/2026,Item Missing,6,Resolved,No,5,Yes,18
298,11223,Neha,CH00298,1/7/2026,Whole Package Missing,25,Resolved,Yes,5,Yes,74
299,11224,Jameel,CH00299,1/12/2026,Stuck in Shipment,25,Escalated,No response,4,No,0
300,11240,Santosh,CH00300,1/18/2026,Unknown Charge,24,Resolved,Yes,5,Yes,31
301,11239,Sameer,CH00301,1/23/2026,Refund Not Received,4,Escalated,Yes,2,No,0
302,11225,Kareem,CH00302,1/2/2026,Order Cancelled Issue,22,Resolved,No response,5,Yes,97
303,11233,Naman,CH00303,1/22/2026,Account Locked,12,Escalated,No response,3,No,0
304,11223,Neha,CH00304,1/27/2026,Refund Not Received,10,Parked,Not sent,3,No,0
305,11227,Godavari,CH00305,1/26/2026,Item Missing,5,Resolved,Yes,5,Yes,95
306,11231,Venkat,CH00306,1/11/2026,Whole Package Missing,7,Resolved,Yes,4,Yes,462
307,11235,Kunal,CH00307,1/29/2026,Delivered Not Received,6,Resolved,Yes,4,Yes,255
308,11236,Shakshi,CH00308,1/2/2026,Unknown Charge,20,Parked,Not sent,4,No,0
309,11225,Kareem,CH00309,1/5/2026,Account Locked,13,Resolved,No response,4,No,0
310,11225,Kareem,CH00310,1/15/2026,Wrong Amount Charged,9,Transfer,Not sent,3,No,0
311,11230,Pawan,CH00311,1/29/2026,Account Locked,12,Resolved,Yes,5,No,0
312,11231,Venkat,CH00312,1/9/2026,Payment Failed,10,Escalated,No response,2,No,0
313,11229,Sirisha,CH00313,1/25/2026,Refund Not Received,16,Resolved,Yes,4,Yes,61
314,11229,Sirisha,CH00314,1/29/2026,Item Missing,9,Resolved,Yes,4,Yes,89
315,11228,Muskan,CH00315,1/2/2026,Item Missing,5,Resolved,No response,4,Yes,87
316,11222,Amit,CH00316,1/20/2026,Refund Not Received,4,Parked,Not sent,2,No,0
317,11235,Kunal,CH00317,1/11/2026,Delivered Not Received,4,Resolved,No response,4,Yes,66
318,11236,Shakshi,CH00318,1/15/2026,Whole Package Missing,5,Resolved,Yes,5,Yes,22
319,11225,Kareem,CH00319,1/29/2026,Wrong Amount Charged,3,Resolved,No response,4,Yes,344
320,11226,Akash,CH00320,1/23/2026,Item Missing,9,Parked,Not sent,3,No,0
321,11227,Godavari,CH00321,1/17/2026,Stuck in Shipment,22,Transfer,Not sent,3,No,0
322,11224,Jameel,CH00322,1/13/2026,Unknown Charge,19,Resolved,Yes,4,Yes,65
323,11236,Shakshi,CH00323,1/24/2026,Wrong Amount Charged,24,Transfer,Not sent,3,No,0
324,11228,Muskan,CH00324,1/9/2026,Item Missing,16,Parked,Not sent,2,No,0
325,11240,Santosh,CH00325,1/8/2026,Account Locked,20,Resolved,No,4,Yes,74
326,11229,Sirisha,CH00326,1/22/2026,Item Missing,23,Parked,Not sent,3,No,0
327,11232,Vivek,CH00327,1/6/2026,Account Locked,10,Resolved,No response,5,Yes,37
328,11228,Muskan,CH00328,1/9/2026,Stuck in Shipment,5,Resolved,Yes,4,Yes,300
329,11234,Mohan,CH00329,1/23/2026,Unknown Charge,5,Resolved,No,4,Yes,21
330,11224,Jameel,CH00330,1/10/2026,Delivered Not Received,6,Parked,Not sent,3,No,0
331,11227,Godavari,CH00331,1/12/2026,Delivered Not Received,22,Resolved,No response,5,Yes,30
332,11237,Sona,CH00332,1/4/2026,Stuck in Shipment,9,Resolved,No response,4,Yes,90
333,11226,Akash,CH00333,1/11/2026,Delivered Not Received,11,Transfer,Not sent,2,No,0
334,11229,Sirisha,CH00334,1/21/2026,Order Cancelled Issue,22,Resolved,Yes,4,Yes,64
335,11230,Pawan,CH00335,1/15/2026,Account Locked,9,Resolved,Yes,5,No,0
336,11225,Kareem,CH00336,1/17/2026,Refund Not Received,22,Resolved,No response,4,Yes,21
337,11228,Muskan,CH00337,1/14/2026,Payment Failed,21,Resolved,No response,5,Yes,241
338,11230,Pawan,CH00338,1/30/2026,Unknown Charge,14,Resolved,Yes,5,Yes,45
339,11233,Naman,CH00339,1/11/2026,Unknown Charge,17,Transfer,Not sent,4,No,0
340,11228,Muskan,CH00340,1/12/2026,Wrong Amount Charged,13,Resolved,Yes,4,Yes,94
341,11236,Shakshi,CH00341,1/4/2026,Whole Package Missing,15,Resolved,Yes,4,Yes,75
342,11228,Muskan,CH00342,1/10/2026,Refund Not Received,18,Resolved,Yes,4,No,0
343,11239,Sameer,CH00343,1/10/2026,Delivered Not Received,10,Resolved,Yes,4,Yes,35
344,11230,Pawan,CH00344,1/4/2026,Delivered Not Received,22,Resolved,Yes,4,Yes,83
345,11225,Kareem,CH00345,1/17/2026,Account Locked,21,Parked,Not sent,3,No,0
346,11230,Pawan,CH00346,1/11/2026,Payment Failed,17,Resolved,Yes,4,Yes,43
347,11228,Muskan,CH00347,1/29/2026,Order Cancelled Issue,20,Resolved,No response,5,Yes,324
348,11237,Sona,CH00348,1/15/2026,Refund Not Received,6,Resolved,No response,5,Yes,63
349,11239,Sameer,CH00349,1/9/2026,Payment Failed,13,Resolved,No response,4,Yes,43
350,11224,Jameel,CH00350,1/16/2026,Order Cancelled Issue,24,Escalated,No response,3,No,0
351,11233,Naman,CH00351,1/22/2026,Whole Package Missing,6,Resolved,No response,5,Yes,339
352,11228,Muskan,CH00352,1/5/2026,Order Cancelled Issue,13,Transfer,Not sent,4,No,0
353,11237,Sona,CH00353,1/18/2026,Account Locked,8,Transfer,Not sent,2,No,0
354,11221,Anuj,CH00354,1/13/2026,Payment Failed,21,Parked,Not sent,4,No,0
355,11227,Godavari,CH00355,1/24/2026,Unknown Charge,4,Parked,Not sent,3,No,0
356,11235,Kunal,CH00356,1/12/2026,Refund Not Received,12,Resolved,No response,4,Yes,45
357,11224,Jameel,CH00357,1/6/2026,Account Locked,18,Parked,Not sent,2,No,0
358,11222,Amit,CH00358,1/12/2026,Account Locked,18,Resolved,No,4,Yes,74
359,11221,Anuj,CH00359,1/17/2026,Unknown Charge,19,Escalated,No response,3,No,0
360,11233,Naman,CH00360,1/30/2026,Wrong Amount Charged,17,Resolved,No response,5,Yes,20
361,11235,Kunal,CH00361,1/10/2026,Delivered Not Received,14,Escalated,Yes,3,No,0
362,11221,Anuj,CH00362,1/12/2026,Unknown Charge,10,Resolved,Yes,4,Yes,67
363,11237,Sona,CH00363,1/15/2026,Unknown Charge,22,Resolved,Yes,4,Yes,69
364,11229,Sirisha,CH00364,1/17/2026,Stuck in Shipment,21,Resolved,No response,4,Yes,64
365,11229,Sirisha,CH00365,1/11/2026,Stuck in Shipment,25,Resolved,No,4,Yes,97
366,11240,Santosh,CH00366,1/10/2026,Account Locked,7,Transfer,Not sent,3,No,0
367,11236,Shakshi,CH00367,1/25/2026,Stuck in Shipment,11,Resolved,No response,4,No,0
368,11238,Shanti,CH00368,1/4/2026,Refund Not Received,13,Resolved,No,4,Yes,15
369,11229,Sirisha,CH00369,1/28/2026,Item Missing,22,Parked,Not sent,2,No,0
370,11224,Jameel,CH00370,1/29/2026,Item Missing,16,Transfer,Not sent,2,No,0
371,11233,Naman,CH00371,1/29/2026,Stuck in Shipment,15,Escalated,No response,2,No,0
372,11235,Kunal,CH00372,1/25/2026,Delivered Not Received,12,Resolved,No response,4,No,0
373,11221,Anuj,CH00373,1/20/2026,Order Cancelled Issue,23,Resolved,Yes,4,Yes,216
374,11223,Neha,CH00374,1/17/2026,Delivered Not Received,15,Resolved,Yes,4,Yes,48
375,11239,Sameer,CH00375,1/12/2026,Payment Failed,16,Resolved,No response,4,Yes,37
376,11239,Sameer,CH00376,1/22/2026,Delivered Not Received,13,Transfer,Not sent,2,No,0
377,11233,Naman,CH00377,1/5/2026,Refund Not Received,16,Transfer,Not sent,2,No,0
378,11231,Venkat,CH00378,1/23/2026,Account Locked,21,Resolved,No response,5,Yes,76
379,11222,Amit,CH00379,1/25/2026,Order Cancelled Issue,25,Resolved,Yes,5,No,0
380,11238,Shanti,CH00380,1/3/2026,Payment Failed,14,Transfer,Not sent,3,No,0
381,11228,Muskan,CH00381,1/1/2026,Refund Not Received,18,Resolved,No response,4,Yes,20
382,11222,Amit,CH00382,1/17/2026,Account Locked,9,Resolved,Yes,4,Yes,42
383,11229,Sirisha,CH00383,1/15/2026,Order Cancelled Issue,9,Resolved,Yes,4,No,0
384,11235,Kunal,CH00384,1/18/2026,Wrong Amount Charged,14,Resolved,No response,5,Yes,34
385,11225,Kareem,CH00385,1/10/2026,Item Missing,21,Transfer,Not sent,2,No,0
386,11234,Mohan,CH00386,1/30/2026,Payment Failed,3,Transfer,Not sent,3,No,0
387,11233,Naman,CH00387,1/18/2026,Payment Failed,25,Resolved,No,4,Yes,45
388,11227,Godavari,CH00388,1/28/2026,Payment Failed,7,Parked,Not sent,4,No,0
389,11238,Shanti,CH00389,1/7/2026,Stuck in Shipment,10,Parked,Not sent,2,No,0
390,11240,Santosh,CH00390,1/9/2026,Whole Package Missing,4,Resolved,Yes,5,Yes,23
391,11237,Sona,CH00391,1/7/2026,Payment Failed,17,Resolved,No response,4,Yes,77
392,11233,Naman,CH00392,1/26/2026,Item Missing,25,Transfer,Not sent,4,No,0
393,11225,Kareem,CH00393,1/7/2026,Whole Package Missing,16,Resolved,Yes,4,Yes,97
394,11233,Naman,CH00394,1/15/2026,Item Missing,24,Resolved,No response,5,Yes,72
395,11228,Muskan,CH00395,1/23/2026,Item Missing,21,Transfer,Not sent,2,No,0
396,11228,Muskan,CH00396,1/24/2026,Whole Package Missing,25,Resolved,No response,5,Yes,14
397,11230,Pawan,CH00397,1/13/2026,Delivered Not Received,13,Transfer,Not sent,3,No,0
398,11238,Shanti,CH00398,1/1/2026,Payment Failed,15,Transfer,Not sent,3,No,0
399,11236,Shakshi,CH00399,1/2/2026,Unknown Charge,22,Resolved,Yes,5,Yes,45
400,11238,Shanti,CH00400,1/12/2026,Unknown Charge,5,Resolved,Yes,5,Yes,28
401,11227,Godavari,CH00401,1/13/2026,Wrong Amount Charged,14,Escalated,No response,2,No,0
402,11223,Neha,CH00402,1/20/2026,Account Locked,18,Resolved,No,4,No,0
403,11227,Godavari,CH00403,1/20/2026,Whole Package Missing,6,Resolved,No response,5,Yes,75
404,11237,Sona,CH00404,1/1/2026,Item Missing,6,Resolved,No response,4,Yes,74
405,11222,Amit,CH00405,1/7/2026,Item Missing,19,Resolved,No response,5,Yes,93
406,11235,Kunal,CH00406,1/3/2026,Item Missing,17,Escalated,No response,2,No,0
407,11238,Shanti,CH00407,1/12/2026,Stuck in Shipment,11,Resolved,No response,4,Yes,34
408,11235,Kunal,CH00408,1/1/2026,Item Missing,7,Resolved,Yes,4,Yes,62
409,11224,Jameel,CH00409,1/29/2026,Account Locked,16,Resolved,Yes,5,No,0
410,11233,Naman,CH00410,1/3/2026,Stuck in Shipment,23,Resolved,No response,5,No,0
411,11228,Muskan,CH00411,1/29/2026,Whole Package Missing,24,Escalated,No response,4,No,0
412,11225,Kareem,CH00412,1/4/2026,Stuck in Shipment,22,Resolved,No response,5,Yes,91
413,11231,Venkat,CH00413,1/3/2026,Delivered Not Received,18,Escalated,Yes,3,No,0
414,11240,Santosh,CH00414,1/17/2026,Refund Not Received,4,Resolved,Yes,5,Yes,96
415,11222,Amit,CH00415,1/2/2026,Account Locked,3,Resolved,No response,4,Yes,45
416,11224,Jameel,CH00416,1/1/2026,Unknown Charge,7,Escalated,No response,2,No,0
417,11235,Kunal,CH00417,1/19/2026,Unknown Charge,8,Escalated,Yes,2,No,0
418,11231,Venkat,CH00418,1/28/2026,Account Locked,5,Resolved,No response,5,Yes,77
419,11222,Amit,CH00419,1/10/2026,Order Cancelled Issue,15,Resolved,No response,5,Yes,24
420,11226,Akash,CH00420,1/20/2026,Order Cancelled Issue,7,Parked,Not sent,2,No,0
421,11237,Sona,CH00421,1/4/2026,Delivered Not Received,23,Parked,Not sent,2,No,0
422,11228,Muskan,CH00422,1/1/2026,Item Missing,23,Transfer,Not sent,4,No,0
423,11227,Godavari,CH00423,1/11/2026,Order Cancelled Issue,12,Escalated,No response,4,No,0
424,11221,Anuj,CH00424,1/8/2026,Delivered Not Received,21,Resolved,No response,5,Yes,27
425,11231,Venkat,CH00425,1/13/2026,Refund Not Received,6,Resolved,Yes,5,Yes,100
426,11232,Vivek,CH00426,1/7/2026,Order Cancelled Issue,7,Transfer,Not sent,2,No,0
427,11229,Sirisha,CH00427,1/11/2026,Delivered Not Received,11,Resolved,No response,5,Yes,52
428,11233,Naman,CH00428,1/2/2026,Unknown Charge,15,Resolved,Yes,4,Yes,87
429,11230,Pawan,CH00429,1/24/2026,Refund Not Received,14,Resolved,No,5,Yes,91
430,11223,Neha,CH00430,1/21/2026,Stuck in Shipment,4,Resolved,No,5,Yes,34
431,11231,Venkat,CH00431,1/6/2026,Account Locked,24,Transfer,Not sent,3,No,0
432,11222,Amit,CH00432,1/29/2026,Whole Package Missing,5,Resolved,Yes,5,Yes,17
433,11231,Venkat,CH00433,1/23/2026,Order Cancelled Issue,20,Parked,Not sent,2,No,0
434,11232,Vivek,CH00434,1/25/2026,Wrong Amount Charged,11,Resolved,Yes,5,Yes,96
435,11233,Naman,CH00435,1/29/2026,Item Missing,3,Resolved,Yes,4,Yes,97
436,11221,Anuj,CH00436,1/7/2026,Item Missing,16,Parked,Not sent,2,No,0
437,11238,Shanti,CH00437,1/6/2026,Order Cancelled Issue,13,Transfer,Not sent,3,No,0
438,11227,Godavari,CH00438,1/24/2026,Stuck in Shipment,19,Transfer,Not sent,2,No,0
439,11231,Venkat,CH00439,1/28/2026,Account Locked,18,Resolved,No response,4,Yes,64
440,11227,Godavari,CH00440,1/4/2026,Refund Not Received,21,Resolved,No response,4,No,0
441,11235,Kunal,CH00441,1/16/2026,Payment Failed,4,Escalated,No response,1,No,0
442,11226,Akash,CH00442,1/30/2026,Unknown Charge,14,Parked,Not sent,4,No,0
443,11237,Sona,CH00443,1/6/2026,Item Missing,20,Escalated,Yes,3,No,0
444,11236,Shakshi,CH00444,1/9/2026,Order Cancelled Issue,16,Escalated,No response,2,No,0
445,11229,Sirisha,CH00445,1/15/2026,Item Missing,3,Parked,Not sent,4,No,0
446,11233,Naman,CH00446,1/15/2026,Payment Failed,15,Resolved,No response,5,No,0
447,11236,Shakshi,CH00447,1/24/2026,Stuck in Shipment,25,Parked,Not sent,2,No,0
448,11239,Sameer,CH00448,1/25/2026,Delivered Not Received,16,Resolved,Yes,5,Yes,298
449,11238,Shanti,CH00449,1/11/2026,Account Locked,18,Transfer,Not sent,3,No,0
450,11238,Shanti,CH00450,1/12/2026,Stuck in Shipment,24,Resolved,No response,5,Yes,25
451,11227,Godavari,CH00451,1/15/2026,Whole Package Missing,19,Parked,Not sent,4,No,0
452,11221,Anuj,CH00452,1/8/2026,Payment Failed,5,Parked,Not sent,2,No,0
453,11224,Jameel,CH00453,1/15/2026,Item Missing,4,Resolved,Yes,5,Yes,22
454,11221,Anuj,CH00454,1/9/2026,Account Locked,7,Escalated,No response,1,No,0
455,11232,Vivek,CH00455,1/19/2026,Refund Not Received,18,Transfer,Not sent,4,No,0
456,11237,Sona,CH00456,1/5/2026,Unknown Charge,19,Parked,Not sent,4,No,0
457,11222,Amit,CH00457,1/26/2026,Unknown Charge,20,Transfer,Not sent,3,No,0
458,11240,Santosh,CH00458,1/25/2026,Payment Failed,14,Transfer,Not sent,2,No,0
459,11240,Santosh,CH00459,1/19/2026,Account Locked,24,Parked,Not sent,2,No,0
460,11228,Muskan,CH00460,1/18/2026,Payment Failed,19,Resolved,Yes,4,Yes,31
461,11228,Muskan,CH00461,1/28/2026,Stuck in Shipment,10,Escalated,No response,2,No,0
462,11221,Anuj,CH00462,1/17/2026,Item Missing,10,Parked,Not sent,2,No,0
463,11233,Naman,CH00463,1/21/2026,Order Cancelled Issue,17,Parked,Not sent,2,No,0
464,11236,Shakshi,CH00464,1/1/2026,Whole Package Missing,6,Resolved,Yes,4,Yes,101
465,11228,Muskan,CH00465,1/9/2026,Order Cancelled Issue,7,Resolved,Yes,5,Yes,31
466,11222,Amit,CH00466,1/29/2026,Unknown Charge,20,Resolved,No response,5,Yes,91
467,11239,Sameer,CH00467,1/13/2026,Wrong Amount Charged,11,Transfer,Not sent,4,No,0
468,11232,Vivek,CH00468,1/23/2026,Item Missing,6,Parked,Not sent,4,No,0
469,11238,Shanti,CH00469,1/9/2026,Payment Failed,10,Escalated,No response,3,No,0
470,11232,Vivek,CH00470,1/7/2026,Refund Not Received,6,Escalated,No response,2,No,0
471,11227,Godavari,CH00471,1/25/2026,Payment Failed,15,Resolved,No response,4,No,0
472,11239,Sameer,CH00472,1/15/2026,Account Locked,17,Resolved,No response,4,Yes,70
473,11230,Pawan,CH00473,1/7/2026,Payment Failed,7,Resolved,Yes,5,Yes,89
474,11233,Naman,CH00474,1/21/2026,Item Missing,21,Resolved,No response,5,Yes,13
475,11233,Naman,CH00475,1/28/2026,Unknown Charge,21,Parked,Not sent,3,No,0
476,11233,Naman,CH00476,1/12/2026,Account Locked,16,Resolved,No,4,No,0
477,11238,Shanti,CH00477,1/20/2026,Refund Not Received,17,Resolved,No response,5,No,0
478,11227,Godavari,CH00478,1/19/2026,Delivered Not Received,12,Resolved,Yes,5,No,0
479,11229,Sirisha,CH00479,1/3/2026,Payment Failed,24,Parked,Not sent,4,No,0
480,11233,Naman,CH00480,1/2/2026,Refund Not Received,22,Resolved,No response,5,Yes,84
481,11225,Kareem,CH00481,1/13/2026,Delivered Not Received,7,Resolved,No response,5,Yes,76
482,11234,Mohan,CH00482,1/17/2026,Wrong Amount Charged,25,Resolved,Yes,5,Yes,73
483,11224,Jameel,CH00483,1/28/2026,Unknown Charge,15,Transfer,Not sent,2,No,0
484,11231,Venkat,CH00484,1/23/2026,Wrong Amount Charged,18,Escalated,No response,1,No,0
485,11224,Jameel,CH00485,1/6/2026,Delivered Not Received,12,Escalated,No response,1,No,0
486,11230,Pawan,CH00486,1/17/2026,Delivered Not Received,23,Transfer,Not sent,3,No,0
487,11222,Amit,CH00487,1/11/2026,Account Locked,3,Resolved,Yes,5,No,0
488,11235,Kunal,CH00488,1/24/2026,Delivered Not Received,8,Transfer,Not sent,2,No,0
489,11234,Mohan,CH00489,1/5/2026,Whole Package Missing,20,Resolved,Yes,5,Yes,490
490,11227,Godavari,CH00490,1/1/2026,Order Cancelled Issue,14,Resolved,Yes,4,Yes,403
491,11235,Kunal,CH00491,1/8/2026,Wrong Amount Charged,3,Resolved,No,4,Yes,66
492,11235,Kunal,CH00492,1/3/2026,Payment Failed,19,Resolved,No,4,Yes,94
493,11236,Shakshi,CH00493,1/17/2026,Account Locked,11,Resolved,No response,5,No,0
494,11225,Kareem,CH00494,1/30/2026,Refund Not Received,7,Resolved,No response,5,No,0
495,11223,Neha,CH00495,1/5/2026,Unknown Charge,8,Escalated,No response,2,No,0
496,11235,Kunal,CH00496,1/20/2026,Item Missing,6,Resolved,No,4,Yes,96
497,11221,Anuj,CH00497,1/20/2026,Refund Not Received,22,Resolved,No response,4,Yes,11
498,11229,Sirisha,CH00498,1/4/2026,Payment Failed,15,Transfer,Not sent,2,No,0
499,11234,Mohan,CH00499,1/29/2026,Item Missing,4,Resolved,No response,5,Yes,82
500,11226,Akash,CH00500,1/9/2026,Item Missing,3,Resolved,No,4,Yes,68
501,11224,Jameel,CH00501,1/17/2026,Refund Not Received,14,Resolved,Yes,4,No,0
502,11227,Godavari,CH00502,1/24/2026,Item Missing,24,Transfer,Not sent,3,No,0
503,11223,Neha,CH00503,1/12/2026,Item Missing,3,Resolved,Yes,4,Yes,46
504,11222,Amit,CH00504,1/25/2026,Refund Not Received,3,Resolved,No,5,Yes,88
505,11230,Pawan,CH00505,1/26/2026,Delivered Not Received,17,Resolved,Yes,4,Yes,13
506,11239,Sameer,CH00506,1/12/2026,Refund Not Received,22,Resolved,Yes,5,Yes,62
507,11235,Kunal,CH00507,1/2/2026,Stuck in Shipment,24,Transfer,Not sent,3,No,0
508,11231,Venkat,CH00508,1/14/2026,Wrong Amount Charged,16,Resolved,Yes,4,Yes,66
509,11223,Neha,CH00509,1/10/2026,Item Missing,8,Resolved,Yes,4,Yes,13
510,11239,Sameer,CH00510,1/4/2026,Delivered Not Received,19,Resolved,Yes,4,No,0
511,11240,Santosh,CH00511,1/6/2026,Whole Package Missing,20,Transfer,Not sent,3,No,0
512,11239,Sameer,CH00512,1/17/2026,Item Missing,20,Resolved,Yes,4,Yes,19
513,11232,Vivek,CH00513,1/19/2026,Account Locked,19,Transfer,Not sent,4,No,0
514,11229,Sirisha,CH00514,1/14/2026,Delivered Not Received,25,Escalated,Yes,2,No,0
515,11228,Muskan,CH00515,1/30/2026,Payment Failed,24,Parked,Not sent,3,No,0
516,11231,Venkat,CH00516,1/26/2026,Wrong Amount Charged,5,Resolved,Yes,4,No,0
517,11238,Shanti,CH00517,1/24/2026,Order Cancelled Issue,11,Resolved,Yes,5,Yes,63
518,11227,Godavari,CH00518,1/26/2026,Order Cancelled Issue,18,Transfer,Not sent,3,No,0
519,11238,Shanti,CH00519,1/8/2026,Refund Not Received,12,Resolved,No response,5,Yes,98
520,11232,Vivek,CH00520,1/29/2026,Refund Not Received,24,Escalated,Yes,2,No,0
521,11229,Sirisha,CH00521,1/27/2026,Whole Package Missing,9,Resolved,Yes,5,Yes,287
522,11234,Mohan,CH00522,1/8/2026,Item Missing,11,Escalated,No response,4,No,0
523,11234,Mohan,CH00523,1/23/2026,Stuck in Shipment,5,Resolved,No,4,Yes,23
524,11239,Sameer,CH00524,1/7/2026,Item Missing,17,Resolved,No response,5,Yes,100
525,11222,Amit,CH00525,1/25/2026,Unknown Charge,20,Resolved,Yes,5,No,0
526,11227,Godavari,CH00526,1/26/2026,Unknown Charge,9,Resolved,No,4,Yes,25
527,11240,Santosh,CH00527,1/29/2026,Unknown Charge,10,Resolved,Yes,5,Yes,57
528,11232,Vivek,CH00528,1/3/2026,Item Missing,20,Escalated,Yes,2,No,0
529,11231,Venkat,CH00529,1/17/2026,Account Locked,23,Resolved,No,4,Yes,13
530,11235,Kunal,CH00530,1/29/2026,Wrong Amount Charged,20,Resolved,Yes,5,Yes,45
531,11238,Shanti,CH00531,1/11/2026,Stuck in Shipment,21,Parked,Not sent,4,No,0
532,11234,Mohan,CH00532,1/7/2026,Account Locked,20,Transfer,Not sent,4,No,0
533,11229,Sirisha,CH00533,1/4/2026,Account Locked,17,Transfer,Not sent,2,No,0
534,11235,Kunal,CH00534,1/23/2026,Item Missing,12,Transfer,Not sent,2,No,0
535,11229,Sirisha,CH00535,1/6/2026,Delivered Not Received,16,Resolved,Yes,4,No,0
536,11240,Santosh,CH00536,1/24/2026,Delivered Not Received,11,Resolved,Yes,5,Yes,11
537,11231,Venkat,CH00537,1/10/2026,Order Cancelled Issue,7,Parked,Not sent,3,No,0
538,11222,Amit,CH00538,1/14/2026,Payment Failed,13,Resolved,Yes,5,No,0
539,11221,Anuj,CH00539,1/20/2026,Unknown Charge,11,Escalated,No response,3,No,0
540,11224,Jameel,CH00540,1/18/2026,Refund Not Received,8,Resolved,Yes,4,Yes,94
541,11225,Kareem,CH00541,1/6/2026,Stuck in Shipment,19,Resolved,No response,4,No,0
542,11223,Neha,CH00542,1/8/2026,Unknown Charge,13,Transfer,Not sent,2,No,0
543,11233,Naman,CH00543,1/6/2026,Unknown Charge,8,Resolved,No,4,Yes,46
544,11233,Naman,CH00544,1/19/2026,Refund Not Received,3,Resolved,No,5,Yes,77
545,11226,Akash,CH00545,1/28/2026,Delivered Not Received,15,Escalated,Yes,3,No,0
546,11235,Kunal,CH00546,1/4/2026,Delivered Not Received,22,Transfer,Not sent,4,No,0
547,11223,Neha,CH00547,1/15/2026,Account Locked,21,Escalated,Yes,2,No,0
548,11240,Santosh,CH00548,1/15/2026,Order Cancelled Issue,17,Transfer,Not sent,3,No,0
549,11225,Kareem,CH00549,1/2/2026,Payment Failed,5,Resolved,No response,4,Yes,59
550,11230,Pawan,CH00550,1/6/2026,Refund Not Received,17,Parked,Not sent,3,No,0
551,11240,Santosh,CH00551,1/16/2026,Delivered Not Received,4,Parked,Not sent,4,No,0
552,11230,Pawan,CH00552,1/30/2026,Delivered Not Received,3,Resolved,No response,4,Yes,79
553,11231,Venkat,CH00553,1/13/2026,Unknown Charge,19,Transfer,Not sent,2,No,0
554,11223,Neha,CH00554,1/24/2026,Order Cancelled Issue,23,Resolved,Yes,4,Yes,20
555,11236,Shakshi,CH00555,1/6/2026,Delivered Not Received,12,Resolved,Yes,4,Yes,13
556,11227,Godavari,CH00556,1/10/2026,Payment Failed,11,Resolved,Yes,5,Yes,93
557,11239,Sameer,CH00557,1/16/2026,Account Locked,18,Resolved,Yes,5,Yes,94
558,11228,Muskan,CH00558,1/28/2026,Payment Failed,4,Resolved,No response,4,No,0
559,11221,Anuj,CH00559,1/30/2026,Unknown Charge,14,Resolved,Yes,4,Yes,82
